date_time,date,time,irradiance,ambient_temp,wind_speed
2020-09-01 10:55:00+05:30,01-09-2020,10:55:00,213,29.29,7.5
2020-09-01 11:00:00+05:30,01-09-2020,11:00:00,213,29.32,7.49
2020-09-01 11:05:00+05:30,01-09-2020,11:05:00,213,29.35,7.48
2020-09-01 11:10:00+05:30,01-09-2020,11:10:00,213,29.38,7.47
2020-09-01 11:15:00+05:30,01-09-2020,11:15:00,213,29.41,7.47
2020-09-01 11:20:00+05:30,01-09-2020,11:20:00,213,29.44,7.46
2020-09-01 11:25:00+05:30,01-09-2020,11:25:00,213,29.47,7.45
2020-09-01 11:30:00+05:30,01-09-2020,11:30:00,282,29.5,7.44
2020-09-01 11:35:00+05:30,01-09-2020,11:35:00,282,29.52,7.46
2020-09-01 11:40:00+05:30,01-09-2020,11:40:00,282,29.54,7.47
2020-09-01 11:45:00+05:30,01-09-2020,11:45:00,282,29.57,7.49
2020-09-01 11:50:00+05:30,01-09-2020,11:50:00,282,29.59,7.5
2020-09-01 11:55:00+05:30,01-09-2020,11:55:00,282,29.61,7.52
2020-09-01 12:00:00+05:30,01-09-2020,12:00:00,282,29.63,7.53
2020-09-03 06:05:00+05:30,03-09-2020,06:05:00,0,28.37,4.08
2020-09-03 06:10:00+05:30,03-09-2020,06:10:00,0,28.36,4.06
2020-09-03 06:15:00+05:30,03-09-2020,06:15:00,0,28.36,4.05
2020-09-03 06:20:00+05:30,03-09-2020,06:20:00,0,28.36,4.03
2020-09-03 06:25:00+05:30,03-09-2020,06:25:00,0,28.36,4.01
2020-09-03 06:30:00+05:30,03-09-2020,06:30:00,0,28.35,3.99
2020-09-03 06:35:00+05:30,03-09-2020,06:35:00,0,28.36,4.05
2020-09-03 06:40:00+05:30,03-09-2020,06:40:00,0,28.36,4.11
2020-09-03 06:45:00+05:30,03-09-2020,06:45:00,0,28.37,4.17
2020-09-03 06:50:00+05:30,03-09-2020,06:50:00,0,28.37,4.23
2020-09-03 06:55:00+05:30,03-09-2020,06:55:00,0,28.38,4.29
2020-09-03 07:00:00+05:30,03-09-2020,07:00:00,0,28.38,4.35
2020-09-03 07:05:00+05:30,03-09-2020,07:05:00,0,28.39,4.41
2020-09-03 07:10:00+05:30,03-09-2020,07:10:00,0,28.39,4.47
2020-09-03 07:15:00+05:30,03-09-2020,07:15:00,0,28.4,4.53
2020-09-03 07:20:00+05:30,03-09-2020,07:20:00,0,28.4,4.59
2020-09-03 07:25:00+05:30,03-09-2020,07:25:00,0,28.41,4.65
2020-09-03 07:30:00+05:30,03-09-2020,07:30:00,30,28.41,4.71
2020-09-03 07:35:00+05:30,03-09-2020,07:35:00,30,28.43,4.68
2020-09-03 07:40:00+05:30,03-09-2020,07:40:00,30,28.45,4.64
2020-09-03 07:45:00+05:30,03-09-2020,07:45:00,30,28.47,4.61
2020-09-03 07:50:00+05:30,03-09-2020,07:50:00,30,28.49,4.58
2020-09-03 07:55:00+05:30,03-09-2020,07:55:00,30,28.51,4.54
2020-09-03 08:00:00+05:30,03-09-2020,08:00:00,30,28.53,4.51
2020-09-03 08:05:00+05:30,03-09-2020,08:05:00,30,28.55,4.48
2020-09-03 08:10:00+05:30,03-09-2020,08:10:00,30,28.57,4.44
2020-09-03 08:15:00+05:30,03-09-2020,08:15:00,30,28.59,4.41
2020-09-03 08:20:00+05:30,03-09-2020,08:20:00,30,28.61,4.38
2020-09-03 08:25:00+05:30,03-09-2020,08:25:00,30,28.63,4.34
2020-09-03 08:30:00+05:30,03-09-2020,08:30:00,90,28.65,4.31
2020-09-03 08:35:00+05:30,03-09-2020,08:35:00,90,28.67,4.25
2020-09-03 08:40:00+05:30,03-09-2020,08:40:00,90,28.7,4.18
2020-09-03 08:45:00+05:30,03-09-2020,08:45:00,90,28.73,4.11
2020-09-03 08:50:00+05:30,03-09-2020,08:50:00,90,28.75,4.05
2020-09-03 08:55:00+05:30,03-09-2020,08:55:00,90,28.78,3.98
2020-09-03 09:00:00+05:30,03-09-2020,09:00:00,90,28.81,3.91
2020-09-03 09:05:00+05:30,03-09-2020,09:05:00,90,28.83,3.85
2020-09-03 09:10:00+05:30,03-09-2020,09:10:00,90,28.86,3.78
2020-09-03 09:15:00+05:30,03-09-2020,09:15:00,90,28.89,3.72
2020-09-03 09:20:00+05:30,03-09-2020,09:20:00,90,28.91,3.65
2020-09-03 09:25:00+05:30,03-09-2020,09:25:00,90,28.94,3.58
2020-09-03 09:30:00+05:30,03-09-2020,09:30:00,189,28.97,3.52
2020-09-03 09:35:00+05:30,03-09-2020,09:35:00,189,28.99,3.48
2020-09-03 09:40:00+05:30,03-09-2020,09:40:00,189,29.02,3.45
2020-09-03 09:45:00+05:30,03-09-2020,09:45:00,189,29.05,3.42
2020-09-03 09:50:00+05:30,03-09-2020,09:50:00,189,29.07,3.38
2020-09-03 09:55:00+05:30,03-09-2020,09:55:00,189,29.1,3.35
2020-09-03 10:00:00+05:30,03-09-2020,10:00:00,189,29.13,3.32
2020-09-03 10:05:00+05:30,03-09-2020,10:05:00,189,29.15,3.28
2020-09-03 10:10:00+05:30,03-09-2020,10:10:00,189,29.18,3.25
2020-09-03 10:15:00+05:30,03-09-2020,10:15:00,189,29.2,3.22
2020-09-03 10:20:00+05:30,03-09-2020,10:20:00,189,29.23,3.18
2020-09-03 10:25:00+05:30,03-09-2020,10:25:00,189,29.26,3.15
2020-09-03 10:30:00+05:30,03-09-2020,10:30:00,285,29.28,3.11
2020-09-03 10:35:00+05:30,03-09-2020,10:35:00,285,29.32,3.12
2020-09-03 10:40:00+05:30,03-09-2020,10:40:00,285,29.35,3.13
2020-09-03 10:45:00+05:30,03-09-2020,10:45:00,285,29.38,3.14
2020-09-03 10:50:00+05:30,03-09-2020,10:50:00,285,29.41,3.15
2020-09-03 10:55:00+05:30,03-09-2020,10:55:00,285,29.44,3.16
2020-09-03 11:00:00+05:30,03-09-2020,11:00:00,285,29.48,3.17
2020-09-03 11:05:00+05:30,03-09-2020,11:05:00,285,29.51,3.19
2020-09-03 11:10:00+05:30,03-09-2020,11:10:00,285,29.54,3.2
2020-09-03 11:15:00+05:30,03-09-2020,11:15:00,285,29.57,3.21
2020-09-03 11:20:00+05:30,03-09-2020,11:20:00,285,29.6,3.22
2020-09-03 11:25:00+05:30,03-09-2020,11:25:00,285,29.64,3.23
2020-09-03 11:30:00+05:30,03-09-2020,11:30:00,373,29.67,3.24
2020-09-03 11:35:00+05:30,03-09-2020,11:35:00,373,29.71,3.25
2020-09-03 11:40:00+05:30,03-09-2020,11:40:00,373,29.75,3.27
2020-09-03 11:45:00+05:30,03-09-2020,11:45:00,373,29.79,3.29
2020-09-03 11:50:00+05:30,03-09-2020,11:50:00,373,29.83,3.3
2020-09-03 11:55:00+05:30,03-09-2020,11:55:00,373,29.87,3.32
2020-09-03 12:00:00+05:30,03-09-2020,12:00:00,373,29.91,3.34
2020-09-05 06:05:00+05:30,05-09-2020,06:05:00,0,29.55,4.93
2020-09-05 06:10:00+05:30,05-09-2020,06:10:00,0,29.55,4.9
2020-09-05 06:15:00+05:30,05-09-2020,06:15:00,0,29.55,4.87
2020-09-05 06:20:00+05:30,05-09-2020,06:20:00,0,29.55,4.85
2020-09-05 06:25:00+05:30,05-09-2020,06:25:00,0,29.55,4.82
2020-09-05 06:30:00+05:30,05-09-2020,06:30:00,0,29.55,4.79
2020-09-05 06:35:00+05:30,05-09-2020,06:35:00,0,29.56,4.79
2020-09-05 06:40:00+05:30,05-09-2020,06:40:00,0,29.57,4.78
2020-09-05 06:45:00+05:30,05-09-2020,06:45:00,0,29.58,4.78
2020-09-05 06:50:00+05:30,05-09-2020,06:50:00,0,29.59,4.77
2020-09-05 06:55:00+05:30,05-09-2020,06:55:00,0,29.59,4.76
2020-09-05 07:00:00+05:30,05-09-2020,07:00:00,0,29.6,4.76
2020-09-05 07:05:00+05:30,05-09-2020,07:05:00,0,29.61,4.75
2020-09-05 07:10:00+05:30,05-09-2020,07:10:00,0,29.62,4.75
2020-09-05 07:15:00+05:30,05-09-2020,07:15:00,0,29.63,4.74
2020-09-05 07:20:00+05:30,05-09-2020,07:20:00,0,29.64,4.73
2020-09-05 07:25:00+05:30,05-09-2020,07:25:00,0,29.65,4.73
2020-09-05 07:30:00+05:30,05-09-2020,07:30:00,30,29.66,4.72
2020-09-05 07:35:00+05:30,05-09-2020,07:35:00,30,29.68,4.76
2020-09-05 07:40:00+05:30,05-09-2020,07:40:00,30,29.7,4.79
2020-09-05 07:45:00+05:30,05-09-2020,07:45:00,30,29.73,4.83
2020-09-05 07:50:00+05:30,05-09-2020,07:50:00,30,29.75,4.87
2020-09-05 07:55:00+05:30,05-09-2020,07:55:00,30,29.78,4.9
2020-09-05 08:00:00+05:30,05-09-2020,08:00:00,30,29.8,4.94
2020-09-05 08:05:00+05:30,05-09-2020,08:05:00,30,29.83,4.97
2020-09-05 08:10:00+05:30,05-09-2020,08:10:00,30,29.85,5.01
2020-09-05 08:15:00+05:30,05-09-2020,08:15:00,30,29.88,5.05
2020-09-05 08:20:00+05:30,05-09-2020,08:20:00,30,29.9,5.08
2020-09-05 08:25:00+05:30,05-09-2020,08:25:00,30,29.93,5.12
2020-09-05 08:30:00+05:30,05-09-2020,08:30:00,101,29.95,5.16
2020-09-05 08:35:00+05:30,05-09-2020,08:35:00,101,29.97,5.16
2020-09-05 08:40:00+05:30,05-09-2020,08:40:00,101,30,5.16
2020-09-05 08:45:00+05:30,05-09-2020,08:45:00,101,30.02,5.17
2020-09-05 08:50:00+05:30,05-09-2020,08:50:00,101,30.05,5.17
2020-09-05 08:55:00+05:30,05-09-2020,08:55:00,101,30.07,5.18
2020-09-05 09:00:00+05:30,05-09-2020,09:00:00,101,30.1,5.18
2020-09-05 09:05:00+05:30,05-09-2020,09:05:00,101,30.12,5.19
2020-09-05 09:10:00+05:30,05-09-2020,09:10:00,101,30.14,5.19
2020-09-05 09:15:00+05:30,05-09-2020,09:15:00,101,30.17,5.2
2020-09-05 09:20:00+05:30,05-09-2020,09:20:00,101,30.19,5.2
2020-09-05 09:25:00+05:30,05-09-2020,09:25:00,101,30.22,5.2
2020-09-05 09:30:00+05:30,05-09-2020,09:30:00,189,30.24,5.21
2020-09-05 09:35:00+05:30,05-09-2020,09:35:00,189,30.26,5.22
2020-09-05 09:40:00+05:30,05-09-2020,09:40:00,189,30.28,5.23
2020-09-05 09:45:00+05:30,05-09-2020,09:45:00,189,30.29,5.25
2020-09-05 09:50:00+05:30,05-09-2020,09:50:00,189,30.31,5.26
2020-09-05 09:55:00+05:30,05-09-2020,09:55:00,189,30.33,5.27
2020-09-05 10:00:00+05:30,05-09-2020,10:00:00,189,30.35,5.28
2020-09-05 10:05:00+05:30,05-09-2020,10:05:00,189,30.36,5.3
2020-09-05 10:10:00+05:30,05-09-2020,10:10:00,189,30.38,5.31
2020-09-05 10:15:00+05:30,05-09-2020,10:15:00,189,30.4,5.32
2020-09-05 10:20:00+05:30,05-09-2020,10:20:00,189,30.42,5.33
2020-09-05 10:25:00+05:30,05-09-2020,10:25:00,189,30.43,5.35
2020-09-05 10:30:00+05:30,05-09-2020,10:30:00,284,30.45,5.36
2020-09-05 10:35:00+05:30,05-09-2020,10:35:00,284,30.46,5.38
2020-09-05 10:40:00+05:30,05-09-2020,10:40:00,284,30.47,5.4
2020-09-05 10:45:00+05:30,05-09-2020,10:45:00,284,30.47,5.42
2020-09-05 10:50:00+05:30,05-09-2020,10:50:00,284,30.48,5.44
2020-09-05 10:55:00+05:30,05-09-2020,10:55:00,284,30.49,5.46
2020-09-05 11:00:00+05:30,05-09-2020,11:00:00,284,30.5,5.48
2020-09-05 11:05:00+05:30,05-09-2020,11:05:00,284,30.5,5.5
2020-09-05 11:10:00+05:30,05-09-2020,11:10:00,284,30.51,5.52
2020-09-05 11:15:00+05:30,05-09-2020,11:15:00,284,30.52,5.54
2020-09-05 11:20:00+05:30,05-09-2020,11:20:00,284,30.53,5.56
2020-09-05 11:25:00+05:30,05-09-2020,11:25:00,284,30.53,5.58
2020-09-05 11:30:00+05:30,05-09-2020,11:30:00,372,30.54,5.61
2020-09-05 11:35:00+05:30,05-09-2020,11:35:00,372,30.54,5.6
2020-09-05 11:40:00+05:30,05-09-2020,11:40:00,372,30.54,5.6
2020-09-05 11:45:00+05:30,05-09-2020,11:45:00,372,30.54,5.59
2020-09-05 11:50:00+05:30,05-09-2020,11:50:00,372,30.54,5.59
2020-09-05 11:55:00+05:30,05-09-2020,11:55:00,372,30.55,5.58
2020-09-05 12:00:00+05:30,05-09-2020,12:00:00,372,30.55,5.58
2020-09-05 06:05:00+05:30,05-09-2020,06:05:00,0,29.55,4.93
2020-09-05 06:10:00+05:30,05-09-2020,06:10:00,0,29.55,4.9
2020-09-05 06:15:00+05:30,05-09-2020,06:15:00,0,29.55,4.87
2020-09-05 06:20:00+05:30,05-09-2020,06:20:00,0,29.55,4.85
2020-09-05 06:25:00+05:30,05-09-2020,06:25:00,0,29.55,4.82
2020-09-05 06:30:00+05:30,05-09-2020,06:30:00,0,29.55,4.79
2020-09-05 06:35:00+05:30,05-09-2020,06:35:00,0,29.56,4.79
2020-09-05 06:40:00+05:30,05-09-2020,06:40:00,0,29.57,4.78
2020-09-05 06:45:00+05:30,05-09-2020,06:45:00,0,29.58,4.78
2020-09-05 06:50:00+05:30,05-09-2020,06:50:00,0,29.59,4.77
2020-09-05 06:55:00+05:30,05-09-2020,06:55:00,0,29.59,4.76
2020-09-05 07:00:00+05:30,05-09-2020,07:00:00,0,29.6,4.76
2020-09-05 07:05:00+05:30,05-09-2020,07:05:00,0,29.61,4.75
2020-09-05 07:10:00+05:30,05-09-2020,07:10:00,0,29.62,4.75
2020-09-05 07:15:00+05:30,05-09-2020,07:15:00,0,29.63,4.74
2020-09-05 07:20:00+05:30,05-09-2020,07:20:00,0,29.64,4.73
2020-09-05 07:25:00+05:30,05-09-2020,07:25:00,0,29.65,4.73
2020-09-05 07:30:00+05:30,05-09-2020,07:30:00,30,29.66,4.72
2020-09-05 07:35:00+05:30,05-09-2020,07:35:00,30,29.68,4.76
2020-09-05 07:40:00+05:30,05-09-2020,07:40:00,30,29.7,4.79
2020-09-05 07:45:00+05:30,05-09-2020,07:45:00,30,29.73,4.83
2020-09-05 07:50:00+05:30,05-09-2020,07:50:00,30,29.75,4.87
2020-09-05 07:55:00+05:30,05-09-2020,07:55:00,30,29.78,4.9
2020-09-05 08:00:00+05:30,05-09-2020,08:00:00,30,29.8,4.94
2020-09-05 08:05:00+05:30,05-09-2020,08:05:00,30,29.83,4.97
2020-09-05 08:10:00+05:30,05-09-2020,08:10:00,30,29.85,5.01
2020-09-05 08:15:00+05:30,05-09-2020,08:15:00,30,29.88,5.05
2020-09-05 08:20:00+05:30,05-09-2020,08:20:00,30,29.9,5.08
2020-09-05 08:25:00+05:30,05-09-2020,08:25:00,30,29.93,5.12
2020-09-05 08:30:00+05:30,05-09-2020,08:30:00,101,29.95,5.16
2020-09-05 08:35:00+05:30,05-09-2020,08:35:00,101,29.97,5.16
2020-09-05 08:40:00+05:30,05-09-2020,08:40:00,101,30,5.16
2020-09-05 08:45:00+05:30,05-09-2020,08:45:00,101,30.02,5.17
2020-09-05 08:50:00+05:30,05-09-2020,08:50:00,101,30.05,5.17
2020-09-05 08:55:00+05:30,05-09-2020,08:55:00,101,30.07,5.18
2020-09-05 09:00:00+05:30,05-09-2020,09:00:00,101,30.1,5.18
2020-09-05 09:05:00+05:30,05-09-2020,09:05:00,101,30.12,5.19
2020-09-05 09:10:00+05:30,05-09-2020,09:10:00,101,30.14,5.19
2020-09-05 09:15:00+05:30,05-09-2020,09:15:00,101,30.17,5.2
2020-09-05 09:20:00+05:30,05-09-2020,09:20:00,101,30.19,5.2
2020-09-05 09:25:00+05:30,05-09-2020,09:25:00,101,30.22,5.2
2020-09-05 09:30:00+05:30,05-09-2020,09:30:00,189,30.24,5.21
2020-09-05 09:35:00+05:30,05-09-2020,09:35:00,189,30.26,5.22
2020-09-05 09:40:00+05:30,05-09-2020,09:40:00,189,30.28,5.23
2020-09-05 09:45:00+05:30,05-09-2020,09:45:00,189,30.29,5.25
2020-09-05 09:50:00+05:30,05-09-2020,09:50:00,189,30.31,5.26
2020-09-05 09:55:00+05:30,05-09-2020,09:55:00,189,30.33,5.27
2020-09-05 10:00:00+05:30,05-09-2020,10:00:00,189,30.35,5.28
2020-09-05 10:05:00+05:30,05-09-2020,10:05:00,189,30.36,5.3
2020-09-05 10:10:00+05:30,05-09-2020,10:10:00,189,30.38,5.31
2020-09-05 10:15:00+05:30,05-09-2020,10:15:00,189,30.4,5.32
2020-09-05 10:20:00+05:30,05-09-2020,10:20:00,189,30.42,5.33
2020-09-05 10:25:00+05:30,05-09-2020,10:25:00,189,30.43,5.35
2020-09-05 10:30:00+05:30,05-09-2020,10:30:00,284,30.45,5.36
2020-09-05 10:35:00+05:30,05-09-2020,10:35:00,284,30.46,5.38
2020-09-05 10:40:00+05:30,05-09-2020,10:40:00,284,30.47,5.4
2020-09-05 10:45:00+05:30,05-09-2020,10:45:00,284,30.47,5.42
2020-09-05 10:50:00+05:30,05-09-2020,10:50:00,284,30.48,5.44
2020-09-05 10:55:00+05:30,05-09-2020,10:55:00,284,30.49,5.46
2020-09-05 11:00:00+05:30,05-09-2020,11:00:00,284,30.5,5.48
2020-09-05 11:05:00+05:30,05-09-2020,11:05:00,284,30.5,5.5
2020-09-05 11:10:00+05:30,05-09-2020,11:10:00,284,30.51,5.52
2020-09-05 11:15:00+05:30,05-09-2020,11:15:00,284,30.52,5.54
2020-09-05 11:20:00+05:30,05-09-2020,11:20:00,284,30.53,5.56
2020-09-05 11:25:00+05:30,05-09-2020,11:25:00,284,30.53,5.58
2020-09-05 11:30:00+05:30,05-09-2020,11:30:00,372,30.54,5.61
2020-09-05 11:35:00+05:30,05-09-2020,11:35:00,372,30.54,5.6
2020-09-05 11:40:00+05:30,05-09-2020,11:40:00,372,30.54,5.6
2020-09-05 11:45:00+05:30,05-09-2020,11:45:00,372,30.54,5.59
2020-09-05 11:50:00+05:30,05-09-2020,11:50:00,372,30.54,5.59
2020-09-05 11:55:00+05:30,05-09-2020,11:55:00,372,30.55,5.58
2020-09-05 12:00:00+05:30,05-09-2020,12:00:00,372,30.55,5.58
2020-09-05 06:05:00+05:30,05-09-2020,06:05:00,0,29.55,4.93
2020-09-05 06:10:00+05:30,05-09-2020,06:10:00,0,29.55,4.9
2020-09-05 06:15:00+05:30,05-09-2020,06:15:00,0,29.55,4.87
2020-09-05 06:20:00+05:30,05-09-2020,06:20:00,0,29.55,4.85
2020-09-05 06:25:00+05:30,05-09-2020,06:25:00,0,29.55,4.82
2020-09-05 06:30:00+05:30,05-09-2020,06:30:00,0,29.55,4.79
2020-09-05 06:35:00+05:30,05-09-2020,06:35:00,0,29.56,4.79
2020-09-05 06:40:00+05:30,05-09-2020,06:40:00,0,29.57,4.78
2020-09-05 06:45:00+05:30,05-09-2020,06:45:00,0,29.58,4.78
2020-09-05 06:50:00+05:30,05-09-2020,06:50:00,0,29.59,4.77
2020-09-05 06:55:00+05:30,05-09-2020,06:55:00,0,29.59,4.76
2020-09-05 07:00:00+05:30,05-09-2020,07:00:00,0,29.6,4.76
2020-09-05 07:05:00+05:30,05-09-2020,07:05:00,0,29.61,4.75
2020-09-05 07:10:00+05:30,05-09-2020,07:10:00,0,29.62,4.75
2020-09-05 07:15:00+05:30,05-09-2020,07:15:00,0,29.63,4.74
2020-09-05 07:20:00+05:30,05-09-2020,07:20:00,0,29.64,4.73
2020-09-05 07:25:00+05:30,05-09-2020,07:25:00,0,29.65,4.73
2020-09-05 07:30:00+05:30,05-09-2020,07:30:00,30,29.66,4.72
2020-09-05 07:35:00+05:30,05-09-2020,07:35:00,30,29.68,4.76
2020-09-05 07:40:00+05:30,05-09-2020,07:40:00,30,29.7,4.79
2020-09-05 07:45:00+05:30,05-09-2020,07:45:00,30,29.73,4.83
2020-09-05 07:50:00+05:30,05-09-2020,07:50:00,30,29.75,4.87
2020-09-05 07:55:00+05:30,05-09-2020,07:55:00,30,29.78,4.9
2020-09-05 08:00:00+05:30,05-09-2020,08:00:00,30,29.8,4.94
2020-09-05 08:05:00+05:30,05-09-2020,08:05:00,30,29.83,4.97
2020-09-05 08:10:00+05:30,05-09-2020,08:10:00,30,29.85,5.01
2020-09-05 08:15:00+05:30,05-09-2020,08:15:00,30,29.88,5.05
2020-09-05 08:20:00+05:30,05-09-2020,08:20:00,30,29.9,5.08
2020-09-05 08:25:00+05:30,05-09-2020,08:25:00,30,29.93,5.12
2020-09-05 08:30:00+05:30,05-09-2020,08:30:00,101,29.95,5.16
2020-09-05 08:35:00+05:30,05-09-2020,08:35:00,101,29.97,5.16
2020-09-05 08:40:00+05:30,05-09-2020,08:40:00,101,30,5.16
2020-09-05 08:45:00+05:30,05-09-2020,08:45:00,101,30.02,5.17
2020-09-05 08:50:00+05:30,05-09-2020,08:50:00,101,30.05,5.17
2020-09-05 08:55:00+05:30,05-09-2020,08:55:00,101,30.07,5.18
2020-09-05 09:00:00+05:30,05-09-2020,09:00:00,101,30.1,5.18
2020-09-05 09:05:00+05:30,05-09-2020,09:05:00,101,30.12,5.19
2020-09-05 09:10:00+05:30,05-09-2020,09:10:00,101,30.14,5.19
2020-09-05 09:15:00+05:30,05-09-2020,09:15:00,101,30.17,5.2
2020-09-05 09:20:00+05:30,05-09-2020,09:20:00,101,30.19,5.2
2020-09-05 09:25:00+05:30,05-09-2020,09:25:00,101,30.22,5.2
2020-09-05 09:30:00+05:30,05-09-2020,09:30:00,189,30.24,5.21
2020-09-05 09:35:00+05:30,05-09-2020,09:35:00,189,30.26,5.22
2020-09-05 09:40:00+05:30,05-09-2020,09:40:00,189,30.28,5.23
2020-09-05 09:45:00+05:30,05-09-2020,09:45:00,189,30.29,5.25
2020-09-05 09:50:00+05:30,05-09-2020,09:50:00,189,30.31,5.26
2020-09-05 09:55:00+05:30,05-09-2020,09:55:00,189,30.33,5.27
2020-09-05 10:00:00+05:30,05-09-2020,10:00:00,189,30.35,5.28
2020-09-05 10:05:00+05:30,05-09-2020,10:05:00,189,30.36,5.3
2020-09-05 10:10:00+05:30,05-09-2020,10:10:00,189,30.38,5.31
2020-09-05 10:15:00+05:30,05-09-2020,10:15:00,189,30.4,5.32
2020-09-05 10:20:00+05:30,05-09-2020,10:20:00,189,30.42,5.33
2020-09-05 10:25:00+05:30,05-09-2020,10:25:00,189,30.43,5.35
2020-09-05 10:30:00+05:30,05-09-2020,10:30:00,284,30.45,5.36
2020-09-05 10:35:00+05:30,05-09-2020,10:35:00,284,30.46,5.38
2020-09-05 10:40:00+05:30,05-09-2020,10:40:00,284,30.47,5.4
2020-09-05 10:45:00+05:30,05-09-2020,10:45:00,284,30.47,5.42
2020-09-05 10:50:00+05:30,05-09-2020,10:50:00,284,30.48,5.44
2020-09-05 10:55:00+05:30,05-09-2020,10:55:00,284,30.49,5.46
2020-09-05 11:00:00+05:30,05-09-2020,11:00:00,284,30.5,5.48
2020-09-05 11:05:00+05:30,05-09-2020,11:05:00,284,30.5,5.5
2020-09-05 11:10:00+05:30,05-09-2020,11:10:00,284,30.51,5.52
2020-09-05 11:15:00+05:30,05-09-2020,11:15:00,284,30.52,5.54
2020-09-05 11:20:00+05:30,05-09-2020,11:20:00,284,30.53,5.56
2020-09-05 11:25:00+05:30,05-09-2020,11:25:00,284,30.53,5.58
2020-09-05 11:30:00+05:30,05-09-2020,11:30:00,372,30.54,5.61
2020-09-05 11:35:00+05:30,05-09-2020,11:35:00,372,30.54,5.6
2020-09-05 11:40:00+05:30,05-09-2020,11:40:00,372,30.54,5.6
2020-09-05 11:45:00+05:30,05-09-2020,11:45:00,372,30.54,5.59
2020-09-05 11:50:00+05:30,05-09-2020,11:50:00,372,30.54,5.59
2020-09-05 11:55:00+05:30,05-09-2020,11:55:00,372,30.55,5.58
2020-09-05 12:00:00+05:30,05-09-2020,12:00:00,372,30.55,5.58
2020-09-05 06:05:00+05:30,05-09-2020,06:05:00,0,29.55,4.93
2020-09-05 06:10:00+05:30,05-09-2020,06:10:00,0,29.55,4.9
2020-09-05 06:15:00+05:30,05-09-2020,06:15:00,0,29.55,4.87
2020-09-05 06:20:00+05:30,05-09-2020,06:20:00,0,29.55,4.85
2020-09-05 06:25:00+05:30,05-09-2020,06:25:00,0,29.55,4.82
2020-09-05 06:30:00+05:30,05-09-2020,06:30:00,0,29.55,4.79
2020-09-05 06:35:00+05:30,05-09-2020,06:35:00,0,29.56,4.79
2020-09-05 06:40:00+05:30,05-09-2020,06:40:00,0,29.57,4.78
2020-09-05 06:45:00+05:30,05-09-2020,06:45:00,0,29.58,4.78
2020-09-05 06:50:00+05:30,05-09-2020,06:50:00,0,29.59,4.77
2020-09-05 06:55:00+05:30,05-09-2020,06:55:00,0,29.59,4.76
2020-09-05 07:00:00+05:30,05-09-2020,07:00:00,0,29.6,4.76
2020-09-05 07:05:00+05:30,05-09-2020,07:05:00,0,29.61,4.75
2020-09-05 07:10:00+05:30,05-09-2020,07:10:00,0,29.62,4.75
2020-09-05 07:15:00+05:30,05-09-2020,07:15:00,0,29.63,4.74
2020-09-05 07:20:00+05:30,05-09-2020,07:20:00,0,29.64,4.73
2020-09-05 07:25:00+05:30,05-09-2020,07:25:00,0,29.65,4.73
2020-09-05 07:30:00+05:30,05-09-2020,07:30:00,30,29.66,4.72
2020-09-05 07:35:00+05:30,05-09-2020,07:35:00,30,29.68,4.76
2020-09-05 07:40:00+05:30,05-09-2020,07:40:00,30,29.7,4.79
2020-09-05 07:45:00+05:30,05-09-2020,07:45:00,30,29.73,4.83
2020-09-05 07:50:00+05:30,05-09-2020,07:50:00,30,29.75,4.87
2020-09-05 07:55:00+05:30,05-09-2020,07:55:00,30,29.78,4.9
2020-09-05 08:00:00+05:30,05-09-2020,08:00:00,30,29.8,4.94
2020-09-05 08:05:00+05:30,05-09-2020,08:05:00,30,29.83,4.97
2020-09-05 08:10:00+05:30,05-09-2020,08:10:00,30,29.85,5.01
2020-09-05 08:15:00+05:30,05-09-2020,08:15:00,30,29.88,5.05
2020-09-05 08:20:00+05:30,05-09-2020,08:20:00,30,29.9,5.08
2020-09-05 08:25:00+05:30,05-09-2020,08:25:00,30,29.93,5.12
2020-09-05 08:30:00+05:30,05-09-2020,08:30:00,101,29.95,5.16
2020-09-05 08:35:00+05:30,05-09-2020,08:35:00,101,29.97,5.16
2020-09-05 08:40:00+05:30,05-09-2020,08:40:00,101,30,5.16
2020-09-05 08:45:00+05:30,05-09-2020,08:45:00,101,30.02,5.17
2020-09-05 08:50:00+05:30,05-09-2020,08:50:00,101,30.05,5.17
2020-09-05 08:55:00+05:30,05-09-2020,08:55:00,101,30.07,5.18
2020-09-05 09:00:00+05:30,05-09-2020,09:00:00,101,30.1,5.18
2020-09-05 09:05:00+05:30,05-09-2020,09:05:00,101,30.12,5.19
2020-09-05 09:10:00+05:30,05-09-2020,09:10:00,101,30.14,5.19
2020-09-05 09:15:00+05:30,05-09-2020,09:15:00,101,30.17,5.2
2020-09-05 09:20:00+05:30,05-09-2020,09:20:00,101,30.19,5.2
2020-09-05 09:25:00+05:30,05-09-2020,09:25:00,101,30.22,5.2
2020-09-05 09:30:00+05:30,05-09-2020,09:30:00,189,30.24,5.21
2020-09-05 09:35:00+05:30,05-09-2020,09:35:00,189,30.26,5.22
2020-09-05 09:40:00+05:30,05-09-2020,09:40:00,189,30.28,5.23
2020-09-05 09:45:00+05:30,05-09-2020,09:45:00,189,30.29,5.25
2020-09-05 09:50:00+05:30,05-09-2020,09:50:00,189,30.31,5.26
2020-09-05 09:55:00+05:30,05-09-2020,09:55:00,189,30.33,5.27
